district_size,total,perc_frl,perc_black,perc_hisp,perc_white,perc_non_white,perc_migrant,perc_esol,harsh
3362,970,90.41,22,12,61,39,5,1.4,101
3362,551,90.38,29,22,44,56,10,13.1,19
3362,795,90.44,24,16,55,45,6,3.8,120
3362,516,90.31,25,24,45,55,11,20.3,48
3362,378,90.48,10,7,80,20,2,5,10
3362,152,90.13,10,13,74,26,3,7.9,35
1583,478,80.13,17,37,45,55,5,2.9,20
1583,374,85.56,14,42,42,58,8,4.5,8
1583,162,90.12,27,27,46,54,10,9.9,1
1583,569,85.94,14,45,39,61,11,23.9,40
2048,468,86.54,22,15,57,43,5,8.3,13
2048,494,68.22,21,15,59,41,6,1.8,71
2048,591,58.04,17,12,67,33,4,1.2,54
2048,495,86.46,22,15,57,43,5,7.3,35
271,271,94.1,60,12,23,77,2,0,31
4855,1162,92.86,72,3,21,79,0,0.6,477
4855,1204,92.86,72,2,22,78,0,0.3,66
4855,680,92.79,64,4,26,74,0,1.9,121
4855,558,92.83,62,1,31,69,0,0,28
4855,687,92.87,57,4,30,70,0,2.8,68
4855,564,92.73,67,1,27,73,0,0,136
2738,695,61.01,1,10,86,14,0,1.7,67
2738,606,65.68,2,10,82,18,0,6.1,0
2738,843,51.01,2,9,87,13,0,1.5,45
2738,594,60.1,2,7,88,12,0,3.5,3
15725,1887,53.68,15,21,56,44,0,3.9,253
15725,521,63.34,7,19,61,39,1,14.2,23
15725,851,57.23,12,21,57,43,0,3.5,44
15725,1975,57.26,14,20,59,41,0,3.7,47
15725,840,73.1,19,23,46,54,0,15,23
15725,662,44.71,6,15,67,33,0,12.1,5
15725,1274,69.42,14,19,56,44,0,4.3,89
15725,1161,63.31,9,23,60,40,0,12.5,6
15725,978,61.66,14,17,58,42,0,2.8,67
15725,806,61.04,16,18,57,43,0,14,11
15725,622,78.62,21,18,47,53,0,11.1,72
15725,630,80,6,19,60,40,0,12.9,54
15725,2075,50.46,14,18,57,43,0,2.4,139
15725,698,71.49,9,20,61,39,0,14,14
15725,745,69.8,15,17,58,42,0,11.3,6
14455,717,52.3,8,8,79,21,0,0.7,109
14455,572,51.57,2,7,84,16,0,3.3,18
14455,977,43.3,7,7,82,18,0,1.1,86
14455,367,58.31,1,6,89,11,0,3.5,3
14455,416,50.72,10,9,76,24,0,2.6,20
14455,1518,51.38,16,17,61,39,0,2.9,119
14455,628,65.29,16,18,57,43,0,12.1,10
14455,523,59.08,15,15,63,37,0,8.4,36
14455,668,52.1,10,5,78,22,0,2.2,9
14455,442,55.66,8,14,73,27,0,6.8,3
14455,626,45.56,9,22,63,37,0,2.9,164
14455,978,62.07,14,18,61,39,0,4.1,144
14455,415,75.18,5,33,56,44,0,23.1,11
14455,2993,44.01,7,15,75,25,0,1,129
14455,460,77.17,19,22,53,47,0,13.5,26
14455,786,50.76,4,8,84,16,0,1,138
14455,526,53.61,8,21,63,37,0,14.4,52
14455,476,51.89,5,10,80,20,0,3.2,45
14455,367,73.3,5,15,75,25,0,7.9,19
2946,722,91.69,44,10,41,59,1,2.6,36
2946,672,91.67,44,10,43,57,1,7.3,74
2946,824,91.63,41,13,43,57,0,1,92
2946,728,91.62,46,14,37,63,1,0.8,153
3010,804,83.46,13,9,74,26,2,1,86
3010,66,83.33,3,6,89,11,0,0,7
3010,761,83.57,14,9,74,26,2,0.7,80
3010,698,83.52,11,8,76,24,2,2.4,25
3010,681,83.55,15,7,72,28,2,3.5,43
27120,415,62.91,34,4,57,43,0,0.5,31
27120,453,94.5,95,2,1,99,0,2.4,75
27120,1200,73.65,64,4,25,75,0,1.3,441
27120,701,94.69,94,2,2,98,0,0,938
27120,389,83.72,92,2,5,95,0,0,50
27120,1708,19.54,16,3,71,29,0,1.1,70
27120,2217,81.08,89,2,5,95,0,0,281
27120,2014,87.27,87,4,6,94,0,0.2,822
27120,512,92.92,79,6,12,88,0,0.4,18
27120,948,41.11,43,11,41,59,0,2.4,216
27120,1009,83.77,68,6,20,80,0,1.8,373
27120,729,92.05,95,1,2,98,0,0,278
27120,582,92.83,88,3,6,94,0,0,84
27120,821,57.25,47,12,36,64,0,3,402
27120,28,62.91,32,4,57,43,0,0,33
27120,303,87.56,97,0,2,98,0,0,75
27120,874,48.39,94,3,2,98,0,0,522
27120,535,93.94,73,5,15,85,0,3.9,94
27120,940,92.07,85,7,5,95,0,3.6,843
27120,1063,67.28,68,6,18,82,0,2.8,81
27120,944,94.4,95,1,2,98,0,0,353
27120,314,87.56,95,1,3,97,0,0,122
27120,324,74.23,94,1,3,97,0,0,66
27120,472,74.06,77,4,12,88,0,1.3,19
27120,425,84.12,89,3,6,94,1,0,30
27120,389,77.01,28,34,32,68,0,23.4,13
27120,573,48.62,47,4,38,62,0,4.5,37
27120,414,53.77,67,2,20,80,0,4.8,33
27120,407,69.22,76,5,11,89,0,3.2,48
27120,668,89.35,95,1,2,98,0,0,172
27120,833,72.41,85,9,3,97,0,6.4,333
27120,747,94.39,84,10,3,97,0,6.4,231
27120,446,68.21,97,1,1,99,0,0,71
27120,1703,45,35,8,52,48,0,2.5,39
27120,404,92,98,1,1,99,0,0,67
27120,616,80.42,93,1,3,97,0,0,390
2406,678,50.88,24,4,68,32,0,0,40
2406,517,52.61,25,3,67,33,0,0,3
2406,49,93.88,27,2,65,35,0,0,70
2406,589,86.59,27,3,68,32,0,0,68
2406,573,86.74,25,2,68,32,0,0,149
4080,355,88.17,2,3,92,8,0,0.6,27
4080,1076,88.19,4,3,91,9,0,0.4,18
4080,489,88.34,3,4,90,10,0,0.2,34
4080,281,88.26,5,4,88,12,0,0.7,24
4080,988,68.12,3,2,94,6,0,0.5,123
4080,512,88.28,3,3,90,10,0,1.2,57
4080,379,88.13,4,1,93,7,0,0.5,34
2056,486,94.43,52,12,32,68,1,1.4,28
2056,617,89.33,69,11,18,82,2,8.3,93
2056,471,93.31,52,12,33,67,2,1.1,53
2056,379,44.78,29,8,59,41,2,5.5,12
2056,103,92.95,66,5,25,75,0,0,3
9323,772,35.23,20,11,60,40,0,2.8,67
9323,2272,23.64,16,10,64,36,0,0.5,256
9323,1755,26.95,14,10,66,34,0,0.7,93
9323,669,31.99,13,10,66,34,0,2.2,62
9323,452,69.03,18,3,74,26,0,1.1,44
9323,452,69.91,22,3,69,31,0,0.7,17
9323,682,35.19,15,12,64,36,0,2.1,24
9323,481,69.44,24,4,67,33,0,0.2,170
9323,563,62.88,24,3,67,33,0,0.2,100
9323,1225,6.04,6,7,79,21,0,0.4,38
10142,586,73.38,60,7,27,73,1,2.9,62
10142,409,46.45,14,6,78,22,0,2.4,5
10142,651,58.53,50,5,40,60,0,0.5,131
10142,536,90.86,57,17,22,78,2,9,81
10142,688,36.77,10,5,78,22,0,1.3,14
10142,1031,38.8,11,5,80,20,0,0.2,64
10142,710,79.58,66,10,21,79,1,1,212
10142,812,43.84,11,4,81,19,0,0.5,33
10142,347,72.62,26,8,59,41,1,2.6,23
10142,657,52.82,42,5,45,55,1,2.9,62
10142,1640,57.44,49,8,38,62,1,1.5,411
10142,346,56.65,4,5,87,13,0,1.2,13
10142,441,61,32,6,59,41,0,0.5,32
10142,586,79.52,57,7,31,69,1,2.6,46
10142,702,66.67,48,9,32,68,1,3.8,32
3892,762,77.85,67,4,24,76,0,0,15
3892,957,91.47,63,4,28,72,0,0,417
3892,230,92.04,55,2,38,62,1,0,16
3892,1207,77.14,63,3,30,70,0,0,358
3892,736,46.56,63,5,28,72,0,0,7
7601,2320,88.61,33,5,56,44,0,0.2,439
7601,470,88.51,31,8,57,43,0,0.2,80
7601,552,88.59,27,1,65,35,0,0,79
7601,3278,88.61,40,5,47,53,0,2.9,80
7601,981,88.58,32,3,61,39,0,0.2,286
530,181,85.94,98,1,1,99,1,0,47
530,212,60.52,90,5,2,98,1,0,5
530,137,72.41,94,3,3,97,0,0,48
9092,514,59.73,31,6,54,46,0,0.8,94
9092,1020,44.12,20,11,60,40,0,0.6,124
9092,619,52.34,20,9,62,38,0,0.8,17
9092,1046,52.87,23,7,60,40,0,0.7,172
9092,550,46.91,19,14,58,42,0,2.5,39
9092,560,46.25,24,12,53,47,0,0.7,69
9092,389,65.3,24,2,66,34,0,0.3,45
9092,410,53.9,13,9,66,34,0,0.7,13
9092,424,54.48,21,8,61,39,0,0,17
9092,537,36.69,15,9,67,33,0,0.7,19
9092,2504,40.3,23,8,60,40,0,0.4,288
9092,519,51.06,25,9,55,45,0,1.3,7
2103,609,89.98,28,19,51,49,3,2.6,68
2103,504,90.08,34,22,40,60,3,2,135
2103,990,90,27,21,46,54,3,4.2,156
16778,525,78.1,22,15,54,46,0,5.9,37
16778,288,64.24,9,8,74,26,0,0.7,23
16778,492,69.51,15,6,70,30,0,0.6,72
16778,61,63.73,49,2,46,54,0,1.6,0
16778,422,58.06,5,6,81,19,0,1.2,17
16778,1285,77.16,8,16,68,32,0,7.3,33
16778,953,51.21,10,10,75,25,0,2.7,77
16778,627,57.26,14,7,72,28,0,0.3,92
16778,861,56.91,21,11,60,40,0,1.9,140
16778,344,70.06,8,12,74,26,0,0.9,41
16778,422,63.27,9,10,73,27,0,1.9,47
16778,508,66.93,31,9,52,48,0,1.8,136
16778,365,44.66,6,5,84,16,0,1.1,8
16778,712,50,24,11,58,42,0,3.4,8
16778,366,63.11,6,7,81,19,0,1.1,11
16778,597,61.98,28,8,55,45,0,1.8,78
16778,416,72.6,23,14,54,46,0,5.5,15
16778,538,65.61,22,6,65,35,0,2.8,63
16778,582,63.4,13,6,71,29,0,1.9,55
16778,2217,48.34,12,9,73,27,0,1.5,86
16778,412,52.18,12,6,75,25,0,0.5,54
16778,907,44.98,12,11,71,29,0,5.4,44
16778,1241,55.07,16,7,68,32,0,2.9,10
16778,1637,54.67,26,10,56,44,0,1.2,128
12804,468,47.86,1,2,90,10,0,1.1,1
12804,449,55.46,2,4,82,18,0,4.5,12
12804,487,55.03,5,4,83,17,0,2.5,7
12804,381,41.21,1,3,94,6,0,0.3,2
12804,3135,26.37,2,2,91,9,0,0.1,52
12804,443,63.43,1,4,91,9,0,2.3,10
12804,935,35.83,2,4,90,10,0,0,14
12804,589,34.3,2,3,90,10,0,0.3,4
12804,980,60.51,7,8,78,22,0,1.5,36
12804,984,75.05,4,10,78,22,0,4.1,2
12804,798,69.8,6,8,80,20,0,1.3,71
12804,357,75.63,3,3,88,12,0,0.6,9
12804,459,47.28,2,2,91,9,0,0.4,9
12804,1046,36.52,2,4,90,10,0,0.6,26
12804,513,42.11,3,4,86,14,0,1.6,1
12804,780,48.59,2,4,89,11,0,0.8,17
1628,590,75.08,33,3,56,44,0,0,165
1628,456,69.96,34,2,56,44,0,0.4,46
1628,425,60.47,31,2,60,40,0,0,35
1628,157,75.8,1,3,89,11,0,0,16
38469,2212,73.22,88,4,5,95,0,0.6,125
38469,53,16.98,38,6,51,49,0,0,0
38469,251,64.54,46,9,36,64,0,0,22
38469,661,64.75,67,13,10,90,0,0,51
38469,599,67.28,48,24,23,77,0,4.7,41
38469,1327,45.14,51,13,28,72,0,1.5,262
38469,604,63.74,66,6,19,81,0,0,100
38469,695,33.81,26,11,48,52,0,0,36
38469,284,27.82,12,4,81,19,0,0,2
38469,266,75.56,81,4,9,91,0,0,153
38469,518,94.98,95,1,2,98,0,2.3,291
38469,756,41.53,44,8,36,64,0,0,17
38469,740,62.7,51,8,31,69,0,0.1,43
38469,426,86.62,25,59,12,88,0,39,3
38469,918,78.21,49,20,22,78,0,2.8,167
38469,750,53.47,50,11,29,71,0,0.1,36
38469,664,89.91,96,2,2,98,0,0.6,191
38469,521,80.42,94,1,3,97,0,0.2,393
38469,1708,36.36,39,11,35,65,0,4.7,101
38469,786,45.04,31,5,52,48,0,1.8,7
38469,815,76.44,65,15,12,88,0,2.3,281
38469,736,73.64,53,20,19,81,0,2.2,47
38469,525,86.1,87,5,4,96,0,1.9,279
38469,727,39.2,28,6,57,43,0,0.1,87
38469,1016,30.31,18,7,65,35,0,0.1,54
38469,949,12.12,13,6,65,35,0,0,6
38469,657,87.82,85,8,4,96,0,6.5,13
38469,825,74.06,61,14,19,81,0,4.5,224
38469,239,53.56,74,13,8,92,0,0,7
38469,720,85.97,87,2,7,93,0,1,143
38469,214,60.75,52,2,38,62,0,0,10
38469,45,75.56,76,2,9,91,0,0,32
38469,469,92.88,93,3,2,98,0,1.3,18
38469,532,91.37,97,0,1,99,0,0,232
38469,1703,58.33,61,7,25,75,0,0.7,13
38469,576,34.03,7,3,81,19,0,3.1,9
38469,560,82.5,73,8,10,90,0,6.1,37
38469,1004,74.5,86,6,5,95,0,2,337
38469,723,82.16,38,29,22,78,0,19.8,104
38469,452,89.6,92,2,3,97,0,1.1,287
38469,602,81.89,72,10,10,90,0,4.5,126
38469,510,92.87,94,1,1,99,0,0.4,77
38469,689,85.49,71,19,6,94,0,3.5,163
38469,774,77,68,4,22,78,0,0.4,339
38469,420,65,32,20,38,62,0,11.9,34
38469,335,68.66,11,11,69,31,0,0,14
38469,437,32.49,35,5,53,47,0,0,6
38469,385,89.35,98,1,1,99,0,0,36
38469,1275,51.06,22,21,49,51,0,12.5,99
38469,473,74.21,52,19,20,80,0,14.6,21
38469,456,78.51,65,7,16,84,0,4.4,90
38469,460,92.83,93,5,1,99,0,0.9,13
38469,436,93.81,94,3,1,99,0,0,7
38469,1052,57.79,63,7,21,79,0,1.7,235
38469,430,83.72,64,27,6,94,0,8.1,189
38469,496,46.77,45,6,43,57,0,0.2,16
38469,1013,63.38,69,12,12,88,0,1.3,339
876,260,76.38,33,4,58,42,0,0,31
876,166,77.71,28,7,58,42,0,0.6,36
876,450,45.56,20,17,53,47,0,2.7,40
2601,767,34.15,13,9,68,32,0,3.7,2
2601,70,10,7,3,83,17,0,2.9,7
2601,726,81.4,8,5,82,18,0,0.4,61
2601,351,79.2,3,3,89,11,0,0.6,2
2601,361,88.64,15,12,65,35,0,1.1,2
2601,326,58.59,0,1,95,5,0,0.3,0
47877,993,46.73,16,26,50,50,0,12.5,43
47877,1151,37.1,11,22,55,45,0,9.6,56
47877,835,63.54,7,67,23,77,0,49.5,46
47877,1996,11.52,3,8,87,13,0,1.1,78
47877,1034,17.02,3,10,82,18,0,3.8,7
47877,1413,25.62,8,19,65,35,0,3.1,144
47877,1901,21.09,9,20,64,36,0,2.1,138
47877,917,28.9,4,18,73,27,0,6.9,20
47877,2450,24.41,11,18,66,34,0,2.1,190
47877,1822,32.16,10,21,61,39,0,3.6,236
47877,577,34.84,3,23,65,35,0,10.2,5
47877,1543,24.24,6,14,73,27,0,2.3,306
47877,586,31.74,8,18,66,34,0,7.2,22
47877,442,23.08,8,8,75,25,0,4.1,0
47877,1983,19.77,7,14,74,26,0,1.3,107
47877,732,11.89,3,7,85,15,0,1.4,14
47877,905,6.41,4,5,84,16,0,0.7,25
47877,2334,24.81,12,17,64,36,0,2.7,153
47877,830,63.13,4,37,55,45,0,28.1,60
47877,732,39.34,6,19,69,31,0,7.4,58
47877,2413,24.2,10,15,69,31,0,7.2,9
47877,2259,20.46,7,14,73,27,0,1.4,71
47877,525,27.81,1,6,91,9,0,1.5,33
47877,1590,54.53,6,38,53,47,0,12.6,365
47877,1241,38.28,15,21,54,46,0,5.2,154
47877,3539,16.57,2,9,86,14,0,0.7,88
47877,1357,18.72,9,18,61,39,0,5.2,33
47877,1208,45.53,16,22,51,49,0,12.7,25
47877,795,21.89,5,15,74,26,0,6.7,18
47877,324,24.07,4,10,80,20,0,5.6,4
47877,1003,40.68,6,25,65,35,0,17,31
47877,256,33.2,0,4,92,8,0,1.6,13
47877,1406,66.59,9,43,41,59,0,29.9,23
47877,1262,12.89,4,9,79,21,0,2.6,3
47877,2770,35.09,7,26,63,37,0,7,191
47877,753,9.83,3,6,86,14,0,1.3,6
12595,1422,92.05,55,28,13,87,1,4.5,259
12595,76,92.11,58,21,16,84,0,0,71
12595,337,91.99,77,9,7,93,1,5.6,199
12595,416,92.07,31,63,5,95,1,46.9,20
12595,526,92.02,40,11,37,63,0,9.9,11
12595,269,92.19,40,32,20,80,0,24.2,17
12595,735,92.11,50,42,5,95,1,6.7,178
12595,475,92,74,16,5,95,0,8.8,191
12595,338,92.01,71,19,4,96,0,10.7,95
12595,692,92.05,41,39,13,87,1,6.6,151
12595,457,92.12,44,13,37,63,1,7.7,162
12595,789,92.02,48,11,34,66,0,2.7,216
12595,725,92,40,38,15,85,1,25,4
12595,504,92.06,52,10,30,70,1,6.7,11
12595,390,92.05,55,26,16,84,1,17.9,130
12595,501,92.02,36,6,47,53,0,8,36
12595,441,92.06,47,45,6,94,1,33.8,57
12595,507,92.11,38,40,18,82,0,26.2,77
12595,541,92.05,33,7,55,45,0,2.8,144
12595,683,92.09,61,13,18,82,0,1.6,257
12595,1771,92.04,46,24,24,76,0,3.3,327
184,62,87.29,97,0,2,98,0,0,12
184,122,80.42,97,0,2,98,0,0,32
57702,967,92.97,76,14,3,97,0,1.8,66
57702,1460,92.91,75,19,1,99,0,7.8,40
57702,1691,92.96,82,13,1,99,0,1.5,495
57702,840,92.98,70,17,3,97,0,13.8,28
57702,1010,92.97,67,27,2,98,0,7,349
57702,2625,92.93,70,25,1,99,0,6,279
57702,632,92.88,69,22,3,97,0,16,10
57702,664,92.92,74,14,0,100,0,0,13
57702,1555,92.93,66,27,1,99,0,5.2,388
57702,957,92.89,58,25,2,98,0,7.1,245
57702,743,92.87,50,40,5,95,0,22.3,5
57702,827,92.99,78,15,2,98,0,2.3,159
57702,799,93.24,80,15,1,99,0,6.9,62
57702,1285,92.95,70,22,2,98,0,12.5,36
57702,568,92.96,73,20,2,98,0,3.5,98
57702,610,92.95,80,12,1,99,0,4.8,38
57702,1819,92.96,81,13,2,98,0,1.5,297
57702,536,92.91,75,20,1,99,0,3.9,138
57702,636,92.92,86,7,3,97,0,2.2,10
57702,794,92.95,73,21,2,98,0,5.7,148
57702,1248,92.92,69,25,2,98,0,12,54
57702,980,92.96,69,21,3,97,0,12,3
57702,1134,92.93,65,29,1,99,0,19.6,28
57702,1546,92.92,92,4,1,99,0,6.4,60
57702,607,92.92,77,14,2,98,0,11.4,14
57702,1132,92.93,69,22,3,97,0,4,178
57702,597,92.96,77,10,3,97,0,0,0
57702,649,92.91,79,12,0,100,0,8.9,10
57702,846,92.91,79,17,1,99,0,2.8,213
57702,1307,92.96,70,21,2,98,0,2.6,267
57702,592,92.91,67,26,1,99,0,20.4,65
57702,600,92.83,81,13,3,97,0,8.5,51
57702,664,92.92,77,15,3,97,0,9.2,41
57702,417,92.81,37,59,1,99,0,41,0
57702,1206,92.95,80,15,1,99,0,2.2,186
57702,934,92.93,71,24,2,98,0,0,217
57702,720,94.35,77,17,1,99,0,9.7,61
57702,473,92.81,85,8,1,99,0,2.5,8
57702,534,92.88,54,37,4,96,0,22.8,33
57702,591,92.89,82,12,2,98,0,7.6,28
57702,1666,92.98,42,44,3,97,0,8,176
57702,1388,92.94,68,22,3,97,0,2.7,310
57702,573,92.84,73,20,2,98,0,16.1,54
57702,719,92.99,83,11,0,100,0,10.2,79
57702,699,92.99,68,27,3,97,0,11.3,47
57702,567,92.95,64,18,8,92,0,8.1,4
57702,1163,92.95,88,8,0,100,0,2.3,360
57702,700,92.86,52,39,4,96,0,14.1,142
57702,523,92.93,48,28,2,98,0,28.7,19
57702,747,92.9,69,25,1,99,0,13.8,23
57702,577,92.89,92,6,0,100,0,3.6,35
57702,569,92.97,49,45,2,98,0,33.9,49
57702,1027,92.99,38,48,3,97,0,12.6,106
57702,873,92.9,86,10,0,100,0,3.8,116
57702,906,92.94,36,50,3,97,0,34.4,13
57702,779,92.94,78,14,1,99,0,3.2,303
57702,803,92.9,80,14,1,99,0,9,30
57702,561,92.87,35,45,3,97,0,31.4,11
57702,1771,92.94,67,17,1,99,0,3.3,332
57702,664,92.92,71,16,4,96,0,7.8,14
57702,518,92.86,50,42,3,97,0,27.6,11
57702,748,92.91,60,32,3,97,0,21.1,56
57702,651,92.93,62,20,3,97,0,18.3,10
57702,715,92.87,71,23,2,98,0,14.8,49
1264,510,57.44,38,4,51,49,5,0.2,142
1264,292,94.86,33,6,55,45,2,0,216
1264,462,61.69,34,3,58,42,1,0,109
113634,1899,27.54,27,18,43,57,0,2.9,117
113634,1099,87.56,49,48,2,98,0,33.4,174
113634,1526,31.59,20,17,54,46,0,0.7,193
113634,794,21.28,13,14,63,37,0,6.9,41
113634,316,53.16,29,22,38,62,0,18,15
113634,712,20.08,11,12,71,29,0,4.5,33
113634,1225,8.67,4,6,61,39,0,4.2,25
113634,741,84.08,56,31,10,90,0,18.1,43
113634,1041,78.77,37,47,13,87,0,28.9,141
113634,784,86.86,42,47,6,94,0,33.7,54
113634,2685,7.6,6,6,65,35,0,0.7,92
113634,950,8.42,10,9,66,34,0,0,56
113634,716,20.53,27,12,52,48,0,4.5,17
113634,884,10.12,4,6,81,19,0,1.8,4
113634,684,33.77,18,18,57,43,0,2.9,120
113634,671,42.08,7,7,75,25,0,2.7,14
113634,482,21.37,12,15,65,35,0,5.2,11
113634,1941,5.2,5,6,78,22,0,0.3,107
113634,809,35.85,34,18,33,67,0,9.4,20
113634,977,62.13,40,38,14,86,0,27.7,32
113634,772,57.77,61,16,17,83,0,7,50
113634,2365,8.16,13,6,75,25,0,0.1,127
113634,862,50.12,38,23,30,70,0,11.8,76
113634,743,16.96,18,8,65,35,0,0,28
113634,668,27.84,24,16,48,52,0,6.7,20
113634,1134,35.19,58,8,23,77,0,4.9,52
113634,1108,84.3,56,39,2,98,0,9.7,341
113634,944,15.25,27,10,54,46,0,2.3,0
113634,849,44.99,29,17,41,59,0,8.2,49
113634,460,82.39,60,23,11,89,0,14.6,26
113634,1731,16.75,19,10,63,37,0,0.5,122
113634,1036,58.59,41,30,22,78,0,20.8,201
113634,677,17.58,12,17,55,45,0,9,12
113634,1253,6.25,5,6,63,37,0,0.7,51
113634,1118,10.89,3,5,75,25,0,1.8,15
